live_detail_id,live_id,sort,color,performers,special_keys,jp_name,name,difficulty,level,duration,Tap,Long,Flick,Slide
164,36,5025,4,"Shimamura Uzuki, Mimura Kanako, Ogata Chieri, Maekawa Miku, Futaba Anzu, Shibuya Rin, Tada Riina, Nitta Minami, Kanzaki Ranko, Anastasia, Honda Mio, Akagi Miria, Jougasaki Rika, Moroboshi Kirari",,M@GIC☆,MAGIC☆,3,18,122.6966292,321,60,22,0
165,36,5025,4,"Shimamura Uzuki, Mimura Kanako, Ogata Chieri, Maekawa Miku, Futaba Anzu, Shibuya Rin, Tada Riina, Nitta Minami, Kanzaki Ranko, Anastasia, Honda Mio, Akagi Miria, Jougasaki Rika, Moroboshi Kirari",,M@GIC☆,MAGIC☆,4,28,122.6966292,443,224,100,0
166,45,5024,4,"Shimamura Uzuki, Shibuya Rin, Honda Mio",,流れ星キセキ,Nagareboshi Kiseki,1,8,129.655172,78,18,0,0
167,45,5024,4,"Shimamura Uzuki, Shibuya Rin, Honda Mio",,流れ星キセキ,Nagareboshi Kiseki,2,14,129.655172,126,24,0,0
168,45,5024,4,"Shimamura Uzuki, Shibuya Rin, Honda Mio",,流れ星キセキ,Nagareboshi Kiseki,3,17,129.655172,326,42,10,0
169,45,5024,4,"Shimamura Uzuki, Shibuya Rin, Honda Mio",,流れ星キセキ,Nagareboshi Kiseki,4,26,129.655172,434,45,117,0
175,31,3008,2,Anastasia,solo,You're stars shine on me,You're stars shine on me,1,6,125.0,53,16,0,0
176,31,3008,2,Anastasia,solo,You're stars shine on me,You're stars shine on me,2,12,125.0,91,24,0,0
177,31,3008,2,Anastasia,solo,You're stars shine on me,You're stars shine on me,3,16,125.0,167,48,30,0
178,31,3008,2,Anastasia,solo,You're stars shine on me,You're stars shine on me,4,23,125.0,304,87,34,0
179,42,1010,2,"Shibuya Rin, Tada Riina, Nitta Minami, Takagaki Kaede, Kanzaki Ranko",,Nation Blue,Nation Blue,1,9,132.993631,103,38,0,0
180,42,1010,2,"Shibuya Rin, Tada Riina, Nitta Minami, Takagaki Kaede, Kanzaki Ranko",,Nation Blue,Nation Blue,2,13,132.993631,179,40,0,0
181,42,1010,2,"Shibuya Rin, Tada Riina, Nitta Minami, Takagaki Kaede, Kanzaki Ranko",,Nation Blue,Nation Blue,3,17,131.4649682,306,56,6,0
182,42,1010,2,"Shibuya Rin, Tada Riina, Nitta Minami, Takagaki Kaede, Kanzaki Ranko",,Nation Blue,Nation Blue,4,26,131.4649682,514,52,142,0
192,37,3015,3,Jougasaki Mika,solo,TOKIMEKIエスカレート,TOKIMEKI Escalate,1,9,128.571429,90,50,0,0
193,37,3015,3,Jougasaki Mika,solo,TOKIMEKIエスカレート,TOKIMEKI Escalate,2,14,128.571429,180,60,0,0
194,37,3015,3,Jougasaki Mika,solo,TOKIMEKIエスカレート,TOKIMEKI Escalate,3,19,128.571429,374,82,38,0
195,37,3015,3,Jougasaki Mika,solo,TOKIMEKIエスカレート,TOKIMEKI Escalate,4,28,128.571429,619,142,39,0
196,43,1011,3,"Honda Mio, Akagi Miria, Jougasaki Mika, Jougasaki Rika, Moroboshi Kirari",,Orange Sapphire,Orange Sapphire,1,8,126.666667,70,46,0,0
197,43,1011,3,"Honda Mio, Akagi Miria, Jougasaki Mika, Jougasaki Rika, Moroboshi Kirari",,Orange Sapphire,Orange Sapphire,2,13,126.666667,176,38,0,0
198,43,1011,3,"Honda Mio, Akagi Miria, Jougasaki Mika, Jougasaki Rika, Moroboshi Kirari",,Orange Sapphire,Orange Sapphire,3,17,126.666667,287,80,44,0
199,43,1011,3,"Honda Mio, Akagi Miria, Jougasaki Mika, Jougasaki Rika, Moroboshi Kirari",,Orange Sapphire,Orange Sapphire,4,26,126.666667,464,117,138,0
200,40,3017,1,Kohinata Miho,solo,Naked Romance,Naked Romance,1,7,131.428571,98,12,0,0
201,40,3017,1,Kohinata Miho,solo,Naked Romance,Naked Romance,2,13,131.428571,176,24,0,0
202,40,3017,1,Kohinata Miho,solo,Naked Romance,Naked Romance,3,17,131.428571,277,40,16,0
203,40,3017,1,Kohinata Miho,solo,Naked Romance,Naked Romance,4,26,131.428571,437,86,151,0
204,50,1018,4,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu, Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia, Takamori Aiko, Hoshi Syoko, Hori Yuko, Hino Akane, Totoki Airi",,ゴキゲンParty Night,Gokigen Party Night,1,8,126.1714286,91,26,0,0
205,50,1018,4,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu, Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia, Takamori Aiko, Hoshi Syoko, Hori Yuko, Hino Akane, Totoki Airi",,ゴキゲンParty Night,Gokigen Party Night,2,14,126.1714286,162,72,0,0
206,50,1018,4,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu, Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia, Takamori Aiko, Hoshi Syoko, Hori Yuko, Hino Akane, Totoki Airi",,ゴキゲンParty Night,Gokigen Party Night,3,18,126.1714286,258,111,36,0
207,50,1018,4,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu, Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia, Takamori Aiko, Hoshi Syoko, Hori Yuko, Hino Akane, Totoki Airi",,ゴキゲンParty Night,Gokigen Party Night,4,26,126.1714286,332,181,119,0
208,44,3019,2,Kawashima Mizuki,solo,Angel Breeze,Angel Breeze,1,9,132.8,98,20,0,0
209,44,3019,2,Kawashima Mizuki,solo,Angel Breeze,Angel Breeze,2,14,132.8,182,34,0,0
210,44,3019,2,Kawashima Mizuki,solo,Angel Breeze,Angel Breeze,3,17,132.8,300,36,16,0
211,44,3019,2,Kawashima Mizuki,solo,Angel Breeze,Angel Breeze,4,24,132.8,388,97,39,0
216,51,3018,3,Totoki Airi,solo,アップルパイ・プリンセス,Apple Pie Princess,1,6,128.089888,77,28,0,0
217,51,3018,3,Totoki Airi,solo,アップルパイ・プリンセス,Apple Pie Princess,2,11,128.089888,138,58,0,0
218,51,3018,3,Totoki Airi,solo,アップルパイ・プリンセス,Apple Pie Princess,3,17,128.089888,247,46,83,0
219,51,3018,3,Totoki Airi,solo,アップルパイ・プリンセス,Apple Pie Princess,4,23,128.089888,414,46,102,0
220,55,9002,4,"Shimamura Uzuki, Shibuya Rin, Kamijo Haruna, Honda Mio, Ootsuki Yui",,Snow Wings,Snow Wings,1,8,115.598802,117,4,0,0
221,55,9002,4,"Shimamura Uzuki, Shibuya Rin, Kamijo Haruna, Honda Mio, Ootsuki Yui",,Snow Wings,Snow Wings,2,14,115.598802,196,6,0,0
222,55,9002,4,"Shimamura Uzuki, Shibuya Rin, Kamijo Haruna, Honda Mio, Ootsuki Yui",,Snow Wings,Snow Wings,3,17,115.598802,332,22,29,0
223,55,9002,4,"Shimamura Uzuki, Shibuya Rin, Kamijo Haruna, Honda Mio, Ootsuki Yui",,Snow Wings,Snow Wings,4,26,115.598802,578,40,64,0
229,54,9003,4,"Ichinose Shiki, Miyamoto Frederica, Shiomi Syuko, Hayami Kanade, Jougasaki Mika",,Tulip,Tulip,1,8,130.909091,83,32,0,0
230,54,9003,4,"Ichinose Shiki, Miyamoto Frederica, Shiomi Syuko, Hayami Kanade, Jougasaki Mika",,Tulip,Tulip,2,14,130.909091,132,52,0,0
231,54,9003,4,"Ichinose Shiki, Miyamoto Frederica, Shiomi Syuko, Hayami Kanade, Jougasaki Mika",,Tulip,Tulip,3,18,129.3506494,275,22,54,0
232,54,9003,4,"Ichinose Shiki, Miyamoto Frederica, Shiomi Syuko, Hayami Kanade, Jougasaki Mika",,Tulip,Tulip,4,26,129.3506494,383,130,146,0
237,52,3023,1,Sakuma Mayu,solo,エヴリデイドリーム,Everyday Dream,1,8,125.350318,94,20,0,0
238,52,3023,1,Sakuma Mayu,solo,エヴリデイドリーム,Everyday Dream,2,13,125.350318,147,28,0,0
239,52,3023,1,Sakuma Mayu,solo,エヴリデイドリーム,Everyday Dream,3,17,125.350318,279,60,3,0
240,52,3023,1,Sakuma Mayu,solo,エヴリデイドリーム,Everyday Dream,4,25,125.350318,398,96,58,0
241,46,1015,1,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu",,ゴキゲンParty Night（CUTE VERSION）,Gokigen Party Night (CUTE VERSION),1,8,126.1714286,111,12,0,0
242,46,1015,1,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu",,ゴキゲンParty Night（CUTE VERSION）,Gokigen Party Night (CUTE VERSION),2,13,126.1714286,178,28,0,0
243,46,1015,1,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu",,ゴキゲンParty Night（CUTE VERSION）,Gokigen Party Night (CUTE VERSION),3,17,126.1714286,333,66,17,0
244,46,1015,1,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu",,ゴキゲンParty Night（CUTE VERSION）,Gokigen Party Night (CUTE VERSION),4,25,126.1714286,314,147,87,0
245,47,1016,2,"Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia",,ゴキゲンParty Night（COOL VERSION）,Gokigen Party Night (COOL VERSION),1,8,126.171428,40,76,0,0
246,47,1016,2,"Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia",,ゴキゲンParty Night（COOL VERSION）,Gokigen Party Night (COOL VERSION),2,13,126.171428,68,184,0,0
247,47,1016,2,"Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia",,ゴキゲンParty Night（COOL VERSION）,Gokigen Party Night (COOL VERSION),3,17,126.171428,72,243,65,0
248,47,1016,2,"Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia",,ゴキゲンParty Night（COOL VERSION）,Gokigen Party Night (COOL VERSION),4,25,126.171428,42,401,187,0
249,48,1017,3,"Takamori Aiko, Hoshi Syoko, Hori Yuko, Hino Akane, Totoki Airi",,ゴキゲンParty Night（PASSION VERSION）,Gokigen Party Night (PASSION VERSION),1,8,126.171428,107,6,0,0
250,48,1017,3,"Takamori Aiko, Hoshi Syoko, Hori Yuko, Hino Akane, Totoki Airi",,ゴキゲンParty Night（PASSION VERSION）,Gokigen Party Night (PASSION VERSION),2,13,126.171428,222,14,0,0
251,48,1017,3,"Takamori Aiko, Hoshi Syoko, Hori Yuko, Hino Akane, Totoki Airi",,ゴキゲンParty Night（PASSION VERSION）,Gokigen Party Night (PASSION VERSION),3,17,126.171428,324,48,8,0
252,48,1017,3,"Takamori Aiko, Hoshi Syoko, Hori Yuko, Hino Akane, Totoki Airi",,ゴキゲンParty Night（PASSION VERSION）,Gokigen Party Night (PASSION VERSION),4,25,126.171428,568,26,36,0
253,53,3031,2,Sagisawa Fumika,solo,Bright Blue,Bright Blue,1,6,126.857143,75,6,0,0
254,53,3031,2,Sagisawa Fumika,solo,Bright Blue,Bright Blue,2,11,126.857143,114,30,0,0
255,53,3031,2,Sagisawa Fumika,solo,Bright Blue,Bright Blue,3,16,126.857143,154,62,24,0
256,53,3031,2,Sagisawa Fumika,solo,Bright Blue,Bright Blue,4,23,126.857143,187,105,97,0
257,56,1014,1,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu",,パステルピンクな恋,Pastel Pink na Koi,1,8,120.685714,103,10,0,0
258,56,1014,1,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu",,パステルピンクな恋,Pastel Pink na Koi,2,14,120.685714,177,30,0,0
259,56,1014,1,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu",,パステルピンクな恋,Pastel Pink na Koi,3,18,120.685714,358,24,14,0
260,56,1014,1,"Mimura Kanako, Ogata Chieri, Kobayakawa Sae, Koshimizu Sachiko, Sakuma Mayu",,パステルピンクな恋,Pastel Pink na Koi,4,26,120.685714,572,66,46,0
266,61,1020,4,"Shimamura Uzuki, Ichinose Shiki, Maekawa Miku, Shibuya Rin, Takagaki Kaede, Shiomi Syuko, Aiba Yumi, Jougasaki Mika, Mukai Takumi",,Absolute NIne,Absolute NIne,1,9,123.428571,111,22,0,0
267,61,1020,4,"Shimamura Uzuki, Ichinose Shiki, Maekawa Miku, Shibuya Rin, Takagaki Kaede, Shiomi Syuko, Aiba Yumi, Jougasaki Mika, Mukai Takumi",,Absolute NIne,Absolute NIne,2,13,123.428571,159,36,0,0
268,61,1020,4,"Shimamura Uzuki, Ichinose Shiki, Maekawa Miku, Shibuya Rin, Takagaki Kaede, Shiomi Syuko, Aiba Yumi, Jougasaki Mika, Mukai Takumi",,Absolute NIne,Absolute NIne,3,18,123.428571,273,58,16,0
269,61,1020,4,"Shimamura Uzuki, Ichinose Shiki, Maekawa Miku, Shibuya Rin, Takagaki Kaede, Shiomi Syuko, Aiba Yumi, Jougasaki Mika, Mukai Takumi",,Absolute NIne,Absolute NIne,4,26,123.428571,442,57,123,0
270,59,5015,3,Kimura Natsuki,,Rockin' Emotion,Rockin' Emotion,1,9,130.169492,134,14,0,0
271,59,5015,3,Kimura Natsuki,,Rockin' Emotion,Rockin' Emotion,2,13,130.169492,200,10,0,0
272,59,5015,3,Kimura Natsuki,,Rockin' Emotion,Rockin' Emotion,3,18,130.169492,354,24,18,0
273,59,5015,3,Kimura Natsuki,,Rockin' Emotion,Rockin' Emotion,4,26,130.169492,532,31,112,0
278,60,3029,1,Kobayakawa Sae,solo,花簪 HANAKANZASHI,Hanakanzashi HANAKANZASHI,1,6,126.582029,71,20,0,0
279,60,3029,1,Kobayakawa Sae,solo,花簪 HANAKANZASHI,Hanakanzashi HANAKANZASHI,2,13,126.582029,120,48,0,0
280,60,3029,1,Kobayakawa Sae,solo,花簪 HANAKANZASHI,Hanakanzashi HANAKANZASHI,3,19,126.582029,252,60,28,0
281,60,3029,1,Kobayakawa Sae,solo,花簪 HANAKANZASHI,Hanakanzashi HANAKANZASHI,4,27,126.582029,354,114,177,0
282,57,1012,2,"Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia",,オルゴールの小箱,Orgel no Kobako,1,6,127.096774,42,42,0,0
283,57,1012,2,"Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia",,オルゴールの小箱,Orgel no Kobako,2,11,127.096774,89,56,0,0
284,57,1012,2,"Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia",,オルゴールの小箱,Orgel no Kobako,3,16,127.096774,196,74,51,0
285,57,1012,2,"Kawashima Mizuki, Kamiya Nao, Hojo Karen, Shirasaka Koume, Anastasia",,オルゴールの小箱,Orgel no Kobako,4,25,127.096774,332,92,107,0
291,62,9004,4,"Sakurai Momoka, Sasaki Chie, Ryuzaki Kaoru, Akagi Miria, Ichihara Nina",,ハイファイ☆デイズ,Hi-fi☆Days,1,7,127.225131,78,38,0,0
292,62,9004,4,"Sakurai Momoka, Sasaki Chie, Ryuzaki Kaoru, Akagi Miria, Ichihara Nina",,ハイファイ☆デイズ,Hi-fi☆Days,2,13,127.225131,139,64,0,0
293,62,9004,4,"Sakurai Momoka, Sasaki Chie, Ryuzaki Kaoru, Akagi Miria, Ichihara Nina",,ハイファイ☆デイズ,Hi-fi☆Days,3,18,127.225131,277,61,77,0
294,62,9004,4,"Sakurai Momoka, Sasaki Chie, Ryuzaki Kaoru, Akagi Miria, Ichihara Nina",,ハイファイ☆デイズ,Hi-fi☆Days,4,24,127.225131,348,80,126,0
299,63,3034,2,Hayami Kanade,solo,Hotel Moonside,Hotel Moonside,1,9,128.372093,104,34,0,0
300,63,3034,2,Hayami Kanade,solo,Hotel Moonside,Hotel Moonside,2,14,128.372093,228,28,0,0
301,63,3034,2,Hayami Kanade,solo,Hotel Moonside,Hotel Moonside,3,19,128.372093,315,54,41,0
302,63,3034,2,Hayami Kanade,solo,Hotel Moonside,Hotel Moonside,4,27,128.372093,275,186,318,0
307,58,1013,3,"Takamori Aiko, Hoshi Syoko, Hori Yuko, Hino Akane, Totoki Airi",,絶対特権主張しますっ !,Zettai Tokken Shuchou Shimasuu!,1,9,123.6,89,78,0,0
308,58,1013,3,"Takamori Aiko, Hoshi Syoko, Hori Yuko, Hino Akane, Totoki Airi",,絶対特権主張しますっ !,Zettai Tokken Shuchou Shimasuu!,2,14,123.6,157,92,0,0
309,58,1013,3,"Takamori Aiko, Hoshi Syoko, Hori Yuko, Hino Akane, Totoki Airi",,絶対特権主張しますっ !,Zettai Tokken Shuchou Shimasuu!,3,19,123.6,282,53,141,0
310,58,1013,3,"Takamori Aiko, Hoshi Syoko, Hori Yuko, Hino Akane, Totoki Airi",,絶対特権主張しますっ !,Zettai Tokken Shuchou Shimasuu!,4,27,123.6,485,57,235,0
311,64,3025,3,Takamori Aiko,solo,お散歩カメラ,Osanpo Camera,1,8,125.581395,70,40,0,0
312,64,3025,3,Takamori Aiko,solo,お散歩カメラ,Osanpo Camera,2,13,125.581395,139,58,0,0
313,64,3025,3,Takamori Aiko,solo,お散歩カメラ,Osanpo Camera,3,18,125.581395,321,54,6,0
314,64,3025,3,Takamori Aiko,solo,お散歩カメラ,Osanpo Camera,4,26,125.581395,451,67,92,0
320,302,9005,4,"Nitta Minami, Tachibana Arisu, Sagisawa Fumika, Takamori Aiko, Aiba Yumi",,生存本能ヴァルキュリア,Seizon Honnou Valkyria,1,9,128.089888,83,32,0,0
321,302,9005,4,"Nitta Minami, Tachibana Arisu, Sagisawa Fumika, Takamori Aiko, Aiba Yumi",,生存本能ヴァルキュリア,Seizon Honnou Valkyria,2,13,128.089888,169,38,0,0
322,302,9005,4,"Nitta Minami, Tachibana Arisu, Sagisawa Fumika, Takamori Aiko, Aiba Yumi",,生存本能ヴァルキュリア,Seizon Honnou Valkyria,3,19,128.089888,362,36,14,0
323,302,9005,4,"Nitta Minami, Tachibana Arisu, Sagisawa Fumika, Takamori Aiko, Aiba Yumi",,生存本能ヴァルキュリア,Seizon Honnou Valkyria,4,26,128.089888,470,91,95,0
324,65,3021,1,Abe Nana,solo,メルヘンデビュー !,Marchen Debut!,1,7,124.941176,47,30,0,0
325,65,3021,1,Abe Nana,solo,メルヘンデビュー !,Marchen Debut!,2,13,124.941176,119,58,0,0
326,65,3021,1,Abe Nana,solo,メルヘンデビュー !,Marchen Debut!,3,17,124.941176,214,47,116,0
327,65,3021,1,Abe Nana,solo,メルヘンデビュー !,Marchen Debut!,4,27,124.941176,326,109,312,0
332,66,3027,2,Kamiya Nao,solo,2nd SIDE,2nd SIDE,1,7,117.293233,73,22,0,0
333,66,3027,2,Kamiya Nao,solo,2nd SIDE,2nd SIDE,2,12,117.293233,130,38,0,0
334,66,3027,2,Kamiya Nao,solo,2nd SIDE,2nd SIDE,3,17,117.293233,231,45,15,0
335,66,3027,2,Kamiya Nao,solo,2nd SIDE,2nd SIDE,4,25,117.293233,370,74,83,0
336,301,1021,4,"Ichinose Shiki, Maekawa Miku, Takagaki Kaede, Shiomi Syuko, Aiba Yumi",,つぼみ,Tsubomi,1,8,123.076923,87,22,0,0
337,301,1021,4,"Ichinose Shiki, Maekawa Miku, Takagaki Kaede, Shiomi Syuko, Aiba Yumi",,つぼみ,Tsubomi,2,14,123.076923,94,72,0,0
338,301,1021,4,"Ichinose Shiki, Maekawa Miku, Takagaki Kaede, Shiomi Syuko, Aiba Yumi",,つぼみ,Tsubomi,3,18,123.076923,178,125,22,0
339,301,1021,4,"Ichinose Shiki, Maekawa Miku, Takagaki Kaede, Shiomi Syuko, Aiba Yumi",,つぼみ,Tsubomi,4,26,123.076923,213,123,104,0
345,306,9006,4,"Fujimoto Rina, Matsunaga Ryo, Yamato Aki, Kimura Natsuki, Mukai Takumi",,純情Midnight伝説,Junjou Midnight Densetsu,1,8,127.719298,101,20,0,0
346,306,9006,4,"Fujimoto Rina, Matsunaga Ryo, Yamato Aki, Kimura Natsuki, Mukai Takumi",,純情Midnight伝説,Junjou Midnight Densetsu,2,13,127.719298,184,20,0,0
347,306,9006,4,"Fujimoto Rina, Matsunaga Ryo, Yamato Aki, Kimura Natsuki, Mukai Takumi",,純情Midnight伝説,Junjou Midnight Densetsu,3,18,127.719298,389,23,14,0
348,306,9006,4,"Fujimoto Rina, Matsunaga Ryo, Yamato Aki, Kimura Natsuki, Mukai Takumi",,純情Midnight伝説,Junjou Midnight Densetsu,4,25,127.719298,510,33,108,0
349,67,3020,3,Hino Akane,solo,熱血乙女A,Nekketsu Otome A,1,6,125.517241,51,36,0,0
350,67,3020,3,Hino Akane,solo,熱血乙女A,Nekketsu Otome A,2,11,125.517241,131,58,0,0
351,67,3020,3,Hino Akane,solo,熱血乙女A,Nekketsu Otome A,3,16,125.517241,245,24,54,0
352,67,3020,3,Hino Akane,solo,熱血乙女A,Nekketsu Otome A,4,22,125.517241,381,33,86,0
358,68,3033,1,Miyamoto Frederica,solo,き・ま・ぐ・れ☆Café au lait !,Ki-ma-gu-re☆Cafe au lait!,1,7,123.243243,65,26,0,0
359,68,3033,1,Miyamoto Frederica,solo,き・ま・ぐ・れ☆Café au lait !,Ki-ma-gu-re☆Cafe au lait!,2,13,123.243243,123,64,0,0
360,68,3033,1,Miyamoto Frederica,solo,き・ま・ぐ・れ☆Café au lait !,Ki-ma-gu-re☆Cafe au lait!,3,17,123.243243,241,42,44,0
361,68,3033,1,Miyamoto Frederica,solo,き・ま・ぐ・れ☆Café au lait !,Ki-ma-gu-re☆Cafe au lait!,4,25,123.243243,382,89,66,0
367,307,9007,4,"Kohinata Miho, Ogata Chieri, Sakuma Mayu, Tada Riina, Hojo Karen",,Love∞Destiny,Love Destiny,1,8,126.26087,99,24,0,0
368,307,9007,4,"Kohinata Miho, Ogata Chieri, Sakuma Mayu, Tada Riina, Hojo Karen",,Love∞Destiny,Love Destiny,2,14,126.26087,215,26,0,0
369,307,9007,4,"Kohinata Miho, Ogata Chieri, Sakuma Mayu, Tada Riina, Hojo Karen",,Love∞Destiny,Love Destiny,3,19,126.26087,279,59,43,0
370,307,9007,4,"Kohinata Miho, Ogata Chieri, Sakuma Mayu, Tada Riina, Hojo Karen",,Love∞Destiny,Love Destiny,4,26,126.26087,305,167,141,0
371,303,1022,1,"Nakano Yuka, Igarashi Kyoko, Sakurai Momoka, Ichinose Shiki, Miyamoto Frederica",,明日また会えるよね,Ashita Mata Aeru yo ne,1,8,124.965517,84,28,0,0
372,303,1022,1,"Nakano Yuka, Igarashi Kyoko, Sakurai Momoka, Ichinose Shiki, Miyamoto Frederica",,明日また会えるよね,Ashita Mata Aeru yo ne,2,13,124.965517,132,48,0,0
373,303,1022,1,"Nakano Yuka, Igarashi Kyoko, Sakurai Momoka, Ichinose Shiki, Miyamoto Frederica",,明日また会えるよね,Ashita Mata Aeru yo ne,3,17,124.965517,294,62,34,0
374,303,1022,1,"Nakano Yuka, Igarashi Kyoko, Sakurai Momoka, Ichinose Shiki, Miyamoto Frederica",,明日また会えるよね,Ashita Mata Aeru yo ne,4,25,124.965517,381,90,82,0
375,69,3028,2,Hojo Karen,solo,薄荷 -ハッカ-,Hakka -Hakka-,1,6,129.295775,39,34,0,0
376,69,3028,2,Hojo Karen,solo,薄荷 -ハッカ-,Hakka -Hakka-,2,13,129.295775,75,46,0,0
377,69,3028,2,Hojo Karen,solo,薄荷 -ハッカ-,Hakka -Hakka-,3,17,129.295775,180,42,10,0
378,69,3028,2,Hojo Karen,solo,薄荷 -ハッカ-,Hakka -Hakka-,4,24,129.295775,292,66,42,0
384,70,3026,3,Hoshi Syoko,solo,毒茸伝説,Dokukinoko Densetsu,1,9,125.393258,73,42,0,0
385,70,3026,3,Hoshi Syoko,solo,毒茸伝説,Dokukinoko Densetsu,2,14,126.067416,141,42,0,0
386,70,3026,3,Hoshi Syoko,solo,毒茸伝説,Dokukinoko Densetsu,3,19,126.067416,280,53,72,0
387,70,3026,3,Hoshi Syoko,solo,毒茸伝説,Dokukinoko Densetsu,4,28,125.393258,478,53,169,0
388,304,1023,2,"Tachibana Arisu, Sagisawa Fumika, Shiomi Syuko, Hayami Kanade, Ninomiya Asuka",,咲いてJewel,Saite Jewel,1,8,132.272727,82,30,0,0
389,304,1023,2,"Tachibana Arisu, Sagisawa Fumika, Shiomi Syuko, Hayami Kanade, Ninomiya Asuka",,咲いてJewel,Saite Jewel,2,14,132.272727,166,52,0,0
390,304,1023,2,"Tachibana Arisu, Sagisawa Fumika, Shiomi Syuko, Hayami Kanade, Ninomiya Asuka",,咲いてJewel,Saite Jewel,3,18,132.272727,304,65,11,0
391,304,1023,2,"Tachibana Arisu, Sagisawa Fumika, Shiomi Syuko, Hayami Kanade, Ninomiya Asuka",,咲いてJewel,Saite Jewel,4,25,132.272727,422,119,32,0
397,308,9008,4,"Kawashima Mizuki, Ueda Suzuho, Hori Yuko, Hino Akane, Nanba Emi",,サマカニ ! !,Samakani !!,1,8,123.891892,87,38,0,0
398,308,9008,4,"Kawashima Mizuki, Ueda Suzuho, Hori Yuko, Hino Akane, Nanba Emi",,サマカニ ! !,Samakani !!,2,14,124.054054,152,52,0,0
399,308,9008,4,"Kawashima Mizuki, Ueda Suzuho, Hori Yuko, Hino Akane, Nanba Emi",,サマカニ ! !,Samakani !!,3,19,124.054054,293,35,105,0
400,308,9008,4,"Kawashima Mizuki, Ueda Suzuho, Hori Yuko, Hino Akane, Nanba Emi",,サマカニ ! !,Samakani !!,4,26,124.054054,467,61,169,0
401,71,3038,1,Ichinose Shiki,solo,秘密のトワレ,Himitsu no Toilette,1,9,125.874126,103,24,0,0
402,71,3038,1,Ichinose Shiki,solo,秘密のトワレ,Himitsu no Toilette,2,13,125.874126,174,32,0,0
403,71,3038,1,Ichinose Shiki,solo,秘密のトワレ,Himitsu no Toilette,3,19,125.874126,294,38,36,0
404,71,3038,1,Ichinose Shiki,solo,秘密のトワレ,Himitsu no Toilette,4,28,125.874126,469,134,170,0
410,72,3024,2,Shirasaka Koume,solo,小さな恋の密室事件,Chiisana Koi no Misshitsu Jiken,1,7,127.228916,75,20,0,0
411,72,3024,2,Shirasaka Koume,solo,小さな恋の密室事件,Chiisana Koi no Misshitsu Jiken,2,13,127.228916,136,32,0,0
412,72,3024,2,Shirasaka Koume,solo,小さな恋の密室事件,Chiisana Koi no Misshitsu Jiken,3,17,127.228916,228,40,8,0
413,72,3024,2,Shirasaka Koume,solo,小さな恋の密室事件,Chiisana Koi no Misshitsu Jiken,4,27,127.228916,342,56,98,0
414,305,1024,3,"Ootsuki Yui, Himekawa Yuki, Katagiri Sanae, Aiba Yumi, Ichihara Nina",,きみにいっぱい☆,Kimi ni Ippai☆,1,8,122.727273,53,48,0,0
415,305,1024,3,"Ootsuki Yui, Himekawa Yuki, Katagiri Sanae, Aiba Yumi, Ichihara Nina",,きみにいっぱい☆,Kimi ni Ippai☆,2,14,122.727273,106,90,0,0
416,305,1024,3,"Ootsuki Yui, Himekawa Yuki, Katagiri Sanae, Aiba Yumi, Ichihara Nina",,きみにいっぱい☆,Kimi ni Ippai☆,3,18,122.727273,177,108,29,0
417,305,1024,3,"Ootsuki Yui, Himekawa Yuki, Katagiri Sanae, Aiba Yumi, Ichihara Nina",,きみにいっぱい☆,Kimi ni Ippai☆,4,25,122.727273,329,103,82,0
